ID;Active (0/1);Name *[fr-FR];Categories (x,y,z,...);Price tax excl.;Tax rules ID;Wholesale price;Reference #;EAN13;Brand;Short description[fr-FR];Description[fr-FR];URL rewritten[fr-FR];Image URLs (x,y,z,...);Attribute (Name:Type:Position)*;Value (Value:Position)*;Combination Reference;Quantity;Supplier reference
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936606;;;;;;Taille;EU 75A | FR 90A:8;M932435;1;M932435
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936620;;;;;;Taille;EU 75C | FR 90C:9;M932437;1;M932437
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936637;;;;;;Taille;EU 75D | FR 90D:10;M932438;1;M932438
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936644;;;;;;Taille;EU 75E | FR 90E:11;M932439;1;M932439
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936651;;;;;;Taille;EU 80A | FR 95A:12;M932440;1;M932440
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936668;;;;;;Taille;EU 80B | FR 95B:13;M932441;1;M932441
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936675;;;;;;Taille;EU 80C | FR 95C:14;M932442;1;M932442
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934937238;;;;;;Taille;EU 80D | FR 95D:15;M932443;1;M932443
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936682;;;;;;Taille;EU 80E | FR 95E:16;M932444;1;M932444
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936699;;;;;;Taille;EU 85B | FR 100B:17;M932445;1;M932445
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936705;;;;;;Taille;EU 85C | FR 100C:18;M932446;1;M932446
;;Semi-soft model 154137 Axami;;;;;PDF-154137;5902934936712;;;;;;Taille;EU 85D | FR 100D:19;M932447;1;M932447
;1;Soft model 183626 Axami;Accueil->Audace->Bodys et corsets;63.58;1;28.9;PDF-183626;5902934966139;Axami;Latex noir qui est la base de la base de nos dernières collections. Fantastique à porter et adapté à votre corps ! Faites-vous plaisir maintenant et ajustez votre taille. De plus, cette coupe a une dentelle magnifiquement tissée sur un tulle confortable et doux, de sorte que le visage est phénoménal. Le soutien-gorge est doté d'une double fermeture à cinq rangées d'agrafes au dos et de bretelles réglables. Cette coupe vous rendra éblouissante !;Latex noir qui est la base de la base de nos dernières collections. Fantastique à porter et adapté à votre corps ! Faites-vous plaisir maintenant et ajustez votre taille. De plus, cette coupe a une dentelle magnifiquement tissée sur un tulle confortable et doux, de sorte que le visage est phénoménal. Le soutien-gorge est doté d'une double fermeture à cinq rangées d'agrafes au dos et de bretelles réglables. Cette coupe vous rendra éblouissante !;soft-axami-noir-183626;https://lingeriematterhorn.fr/pics_source/989839.jpg,https://lingeriematterhorn.fr/pics_source/989840.jpg,https://lingeriematterhorn.fr/pics_source/989841.jpg;Taille;EU  L:0;M1173474;1;M1173474
;;Soft model 183626 Axami;;;;;PDF-183626;5902934966122;;;;;;Taille;EU  M:1;M1173473;1;M1173473
;;Soft model 183626 Axami;;;;;PDF-183626;5902934966115;;;;;;Taille;EU  S:2;M1173472;1;M1173472
;;Soft model 183626 Axami;;;;;PDF-183626;5902934966146;;;;;;Taille;EU  XL:3;M1173475;1;M1173475
;;Soft model 183626 Axami;;;;;PDF-183626;5902934966108;;;;;;Taille;EU  XS:4;M1173471;1;M1173471
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961356;;;;;;Taille;EU 65D | FR 80D:5;M1078492;1;M1078492
;;Soft model 183626 Axami;;;;;PDF-183626;5902934939195;;;;;;Taille;EU 65E | FR 80E:6;M1078493;1;M1078493
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961363;;;;;;Taille;EU 70A | FR 85A:7;M1078494;1;M1078494
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961370;;;;;;Taille;EU 70B | FR 85B:8;M1078495;1;M1078495
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961387;;;;;;Taille;EU 70C | FR 85C:9;M1078496;1;M1078496
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961394;;;;;;Taille;EU 70D | FR 85D:10;M1078497;1;M1078497
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961400;;;;;;Taille;EU 70E | FR 85E:11;M1078498;1;M1078498
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961417;;;;;;Taille;EU 75A | FR 90A:12;M1078499;1;M1078499
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961448;;;;;;Taille;EU 75D | FR 90D:13;M1078502;1;M1078502
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961462;;;;;;Taille;EU 80A | FR 95A:14;M1078504;1;M1078504
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961486;;;;;;Taille;EU 80C | FR 95C:15;M1078506;1;M1078506
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961493;;;;;;Taille;EU 80D | FR 95D:16;M1078507;1;M1078507
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961509;;;;;;Taille;EU 80E | FR 95E:17;M1078508;1;M1078508
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961516;;;;;;Taille;EU 85B | FR 100B:18;M1078509;1;M1078509
;;Soft model 183626 Axami;;;;;PDF-183626;5902934961530;;;;;;Taille;EU 85D | FR 100D:19;M1078511;1;M1078511
;1;Soutien-gorge demi-bonnet model 171971 Axami;Accueil->Audace->Bodys et corsets;41.58;1;18.9;PDF-171971;5902934952712;Axami;Un semi-soutien-gorge doux, subtil et en dentelle, décoré d'un appliqué à volants dans le dos, est une option unique pour une soirée passionnée. Ce modèle rouge est doté de bretelles inamovibles et réglables et d'une double fermeture à crochets. Le tissu délicat et romantique est le plus beau compliment pour votre corps. Pour compléter l'ensemble, nous vous suggérons le string V-9808, sans baleines latérales.;Un semi-soutien-gorge doux, subtil et en dentelle, décoré d'un appliqué à volants dans le dos, est une option unique pour une soirée passionnée. Ce modèle rouge est doté de bretelles inamovibles et réglables et d'une double fermeture à crochets. Le tissu délicat et romantique est le plus beau compliment pour votre corps. Pour compléter l'ensemble, nous vous suggérons le string V-9808, sans baleines latérales.;soutien-gorge-demi-bonnet-axami-rouge-171971;https://lingeriematterhorn.fr/pics_source/955385.jpg,https://lingeriematterhorn.fr/pics_source/955386.jpg,https://lingeriematterhorn.fr/pics_source/955387.jpg;Taille;EU 65C | FR 80C:0;M1022739;1;M1022739
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952729;;;;;;Taille;EU 65D | FR 80D:1;M1022740;1;M1022740
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952736;;;;;;Taille;EU 65E | FR 80E:2;M1022741;1;M1022741
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952743;;;;;;Taille;EU 70A | FR 85A:3;M1022742;1;M1022742
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952750;;;;;;Taille;EU 70B | FR 85B:4;M1022743;1;M1022743
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952767;;;;;;Taille;EU 70C | FR 85C:5;M1022744;1;M1022744
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952774;;;;;;Taille;EU 70D | FR 85D:6;M1022745;1;M1022745
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952781;;;;;;Taille;EU 70E | FR 85E:7;M1022746;1;M1022746
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952798;;;;;;Taille;EU 75A | FR 90A:8;M1022747;1;M1022747
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952804;;;;;;Taille;EU 75B | FR 90B:9;M1022748;1;M1022748
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952811;;;;;;Taille;EU 75C | FR 90C:10;M1022749;1;M1022749
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952828;;;;;;Taille;EU 75D | FR 90D:11;M1022750;1;M1022750
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952835;;;;;;Taille;EU 75E | FR 90E:12;M1022751;1;M1022751
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952842;;;;;;Taille;EU 80A | FR 95A:13;M1022752;1;M1022752
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952859;;;;;;Taille;EU 80B | FR 95B:14;M1022753;1;M1022753
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952866;;;;;;Taille;EU 80C | FR 95C:15;M1022754;1;M1022754
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952873;;;;;;Taille;EU 80D | FR 95D:16;M1022755;1;M1022755
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952880;;;;;;Taille;EU 80E | FR 95E:17;M1022756;1;M1022756
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952897;;;;;;Taille;EU 85B | FR 100B:18;M1022757;1;M1022757
;;Soutien-gorge demi-bonnet model 171971 Axami;;;;;PDF-171971;5902934952910;;;;;;Taille;EU 85D | FR 100D:19;M1022759;1;M1022759
;1;Soft model 179164 Axami;Accueil->Audace->Bodys et corsets;65.78;1;29.9;PDF-179164;5902934958554;Axami;Un demi-corset souple en dentelle chatoyante mettra en valeur et soulèvera votre poitrine dans un style classique, sans masquer sa beauté naturelle. Ce corset peut être porté tous les jours ou lors d'occasions spéciales avec des tenues plus sombres. Il est doté de cerceaux dorés sur les bretelles reliées entre elles, qui sont inamovibles mais réglables. Le dos de ce modèle est en tulle mais plus large et se ferme à l'aide d'une fermeture à cinq rangées de crochets et d'œillets. Au centre de la…;Un demi-corset souple en dentelle chatoyante mettra en valeur et soulèvera votre poitrine dans un style classique, sans masquer sa beauté naturelle. Ce corset peut être porté tous les jours ou lors d'occasions spéciales avec des tenues plus sombres. Il est doté de cerceaux dorés sur les bretelles reliées entre elles, qui sont inamovibles mais réglables. Le dos de ce modèle est en tulle mais plus large et se ferme à l'aide d'une fermeture à cinq rangées de crochets et d'œillets. Au centre de la poitrine, un système de bretelles reliées par des cerceaux dorés entre les bonnets.;soft-axami-noir-179164;https://lingeriematterhorn.fr/pics_source/976727.jpg,https://lingeriematterhorn.fr/pics_source/976728.jpg,https://lingeriematterhorn.fr/pics_source/976729.jpg;Taille;EU 65C | FR 80C:0;M1056131;1;M1056131
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958561;;;;;;Taille;EU 65D | FR 80D:1;M1056132;1;M1056132
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958578;;;;;;Taille;EU 65E | FR 80E:2;M1056133;1;M1056133
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958592;;;;;;Taille;EU 70B | FR 85B:3;M1056135;1;M1056135
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958608;;;;;;Taille;EU 70C | FR 85C:4;M1056136;1;M1056136
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958615;;;;;;Taille;EU 70D | FR 85D:5;M1056137;1;M1056137
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958622;;;;;;Taille;EU 70E | FR 85E:6;M1056138;1;M1056138
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958639;;;;;;Taille;EU 75A | FR 90A:7;M1056139;1;M1056139
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958646;;;;;;Taille;EU 75B | FR 90B:8;M1056140;1;M1056140
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958653;;;;;;Taille;EU 75C | FR 90C:9;M1056141;1;M1056141
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958660;;;;;;Taille;EU 75D | FR 90D:10;M1056142;1;M1056142
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958684;;;;;;Taille;EU 80A | FR 95A:11;M1056144;1;M1056144
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958691;;;;;;Taille;EU 80B | FR 95B:12;M1056145;1;M1056145
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958707;;;;;;Taille;EU 80C | FR 95C:13;M1056146;1;M1056146
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958714;;;;;;Taille;EU 80D | FR 95D:14;M1056147;1;M1056147
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958721;;;;;;Taille;EU 80E | FR 95E:15;M1056148;1;M1056148
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958738;;;;;;Taille;EU 85B | FR 100B:16;M1056149;1;M1056149
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958745;;;;;;Taille;EU 85C | FR 100C:17;M1056150;1;M1056150
;;Soft model 179164 Axami;;;;;PDF-179164;5902934958752;;;;;;Taille;EU 85D | FR 100D:18;M1286084;1;M1286084
;1;Soft model 171571 Axami;Accueil->Audace->Bodys et corsets;67.98;1;30.9;PDF-171571;5902934948418;Axami;Notre modèle fantaisie et phénoménal de demi-corset, qui ne peut certainement pas être laissé indifférent. La richesse de la dentelle bleue s'entrelace avec les broderies scintillantes inhabituelles qui scintillent à chaque mouvement de la silhouette. Le modèle a des bonnets souples sans remplissage, un raidissement des bonnets sous forme de fils, entre les seins il y a une décoration en zircone. Le semi-corset est transparent grâce à sa fabrication à partir de tissus délicats et luxueux.…;Notre modèle fantaisie et phénoménal de demi-corset, qui ne peut certainement pas être laissé indifférent. La richesse de la dentelle bleue s'entrelace avec les broderies scintillantes inhabituelles qui scintillent à chaque mouvement de la silhouette. Le modèle a des bonnets souples sans remplissage, un raidissement des bonnets sous forme de fils, entre les seins il y a une décoration en zircone. Le semi-corset est transparent grâce à sa fabrication à partir de tissus délicats et luxueux. Décoré avec des arcs bleus. Le modèle se ferme à l'aide d'une fermeture à cinq rangs de crochets et d'œillets avec des bretelles non amovibles qui peuvent être ajustées. Le modèle a des baleines latérales, le dos est en tulle solide avec des accessoires de couleur.;soft-axami-bleu-171571;https://lingeriematterhorn.fr/pics_source/954148.jpg,https://lingeriematterhorn.fr/pics_source/954149.jpg,https://lingeriematterhorn.fr/pics_source/954150.jpg;Taille;EU 65C | FR 80C:0;M1020683;1;M1020683
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948425;;;;;;Taille;EU 65D | FR 80D:1;M1020684;1;M1020684
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948449;;;;;;Taille;EU 70A | FR 85A:2;M1020686;1;M1020686
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948456;;;;;;Taille;EU 70B | FR 85B:3;M1020687;1;M1020687
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948470;;;;;;Taille;EU 70D | FR 85D:4;M1286097;1;M1286097
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948487;;;;;;Taille;EU 70E | FR 85E:5;M1020689;1;M1020689
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948494;;;;;;Taille;EU 75A | FR 90A:6;M1020690;1;M1020690
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948500;;;;;;Taille;EU 75B | FR 90B:7;M1020691;1;M1020691
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948517;;;;;;Taille;EU 75C | FR 90C:8;M1020692;1;M1020692
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948524;;;;;;Taille;EU 75D | FR 90D:9;M1020693;1;M1020693
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948531;;;;;;Taille;EU 75E | FR 90E:10;M1020694;1;M1020694
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948548;;;;;;Taille;EU 80A | FR 95A:11;M1020695;1;M1020695
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948555;;;;;;Taille;EU 80B | FR 95B:12;M1020696;1;M1020696
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948562;;;;;;Taille;EU 80C | FR 95C:13;M1020697;1;M1020697
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948579;;;;;;Taille;EU 80D | FR 95D:14;M1020698;1;M1020698
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948586;;;;;;Taille;EU 80E | FR 95E:15;M1020699;1;M1020699
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948593;;;;;;Taille;EU 85B | FR 100B:16;M1020700;1;M1020700
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948609;;;;;;Taille;EU 85C | FR 100C:17;M1020701;1;M1020701
;;Soft model 171571 Axami;;;;;PDF-171571;5902934948616;;;;;;Taille;EU 85D | FR 100D:18;M1020702;1;M1020702
;1;Balaklava model 220836 awama;Accueil->Accessoires->Bonnets et chapeaux;70.18;1;31.9;PDF-220836;5902719308598;awama;Une cagoule chaude en kid mohair et laine. Allie le confort d'un bonnet à la fonctionnalité d'une écharpe. Fabriquée dans une filature polonaise à partir d'un fil doux, léger et très chaud. Les cordons permettent d'ajuster l'enveloppement, du capuchon lâche à une protection étanche contre le vent. Un mélange de laine et de kid mohair avec un ajout pour la durabilité. Maximum d'enveloppement dans une forme minimaliste de chaleur, douce et fonctionnelle au quotidien et en voyage. Fabriqué en…;"Une cagoule chaude en kid mohair et laine. Allie le confort d'un bonnet à la fonctionnalité d'une écharpe. Fabriquée dans une filature polonaise à partir d'un fil doux, léger et très chaud. Les cordons permettent d'ajuster l'enveloppement, du capuchon lâche à une protection étanche contre le vent. Un mélange de laine et de kid mohair avec un ajout pour la durabilité. Maximum d'enveloppement dans une forme minimaliste de chaleur, douce et fonctionnelle au quotidien et en voyage. Fabriqué en Pologne.

Composition : Acrylique 40 %, Moher 16 %, polyamide 22 %, laine 22 %";balaklava-awama-brun-220836;https://lingeriematterhorn.fr/pics_source/1101999.jpg,https://lingeriematterhorn.fr/pics_source/1102000.jpg;Taille;EU universelle:0;M1254621;10;M1254621
;1;Bonnet model 219547 Moe;Accueil->Accessoires->Bonnets et chapeaux;37.18;1;16.9;PDF-219547;5905563776315;Moe;Un bonnet chaud en fil doux à grosse maille tressée. La coupe simple avec un léger relâchement dans la partie supérieure lui donne un caractère décontracté et élégant. Le bord replié assure un confort supplémentaire et un meilleur ajustement, tandis que la tresse décorative lui confère un charme classique et hivernal.;"Un bonnet chaud en fil doux à grosse maille tressée. La coupe simple avec un léger relâchement dans la partie supérieure lui donne un caractère décontracté et élégant. Le bord replié assure un confort supplémentaire et un meilleur ajustement, tandis que la tresse décorative lui confère un charme classique et hivernal.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-brun-219547;https://lingeriematterhorn.fr/pics_source/1098049.jpg,https://lingeriematterhorn.fr/pics_source/1098050.jpg,https://lingeriematterhorn.fr/pics_source/1098051.jpg;Taille;EU universelle:0;M1249330;10;M1249330
;1;Bonnet model 219548 Moe;Accueil->Accessoires->Bonnets et chapeaux;37.18;1;16.9;PDF-219548;5905563776308;Moe;Un bonnet chaud en fil doux à grosse maille torsadée. Une coupe simple avec une légère ampleur dans la partie supérieure donne à l'ensemble un caractère décontracté et stylé. Le bord replié assure un confort supplémentaire et un meilleur ajustement, tandis que la torsade décorative lui confère un charme classique et hivernal.;"Un bonnet chaud en fil doux à grosse maille torsadée. Une coupe simple avec une légère ampleur dans la partie supérieure donne à l'ensemble un caractère décontracté et stylé. Le bord replié assure un confort supplémentaire et un meilleur ajustement, tandis que la torsade décorative lui confère un charme classique et hivernal.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-rouge-219548;https://lingeriematterhorn.fr/pics_source/1098052.jpg,https://lingeriematterhorn.fr/pics_source/1098053.jpg,https://lingeriematterhorn.fr/pics_source/1098054.jpg;Taille;EU universelle:0;M1249331;10;M1249331
;1;Bonnet model 219549 Moe;Accueil->Accessoires->Bonnets et chapeaux;37.18;1;16.9;PDF-219549;5905563776292;Moe;Un bonnet chaud fabriqué en fil doux avec une grosse tresse. Une coupe simple avec un léger relâchement dans la partie supérieure donne à l'ensemble un caractère décontracté et élégant. Le bord roulé assure un confort supplémentaire et un meilleur ajustement, tandis que la tresse décorative ajoute un charme classique et hivernal.;"Un bonnet chaud fabriqué en fil doux avec une grosse tresse. Une coupe simple avec un léger relâchement dans la partie supérieure donne à l'ensemble un caractère décontracté et élégant. Le bord roulé assure un confort supplémentaire et un meilleur ajustement, tandis que la tresse décorative ajoute un charme classique et hivernal.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-beige-219549;https://lingeriematterhorn.fr/pics_source/1098055.jpg,https://lingeriematterhorn.fr/pics_source/1098056.jpg,https://lingeriematterhorn.fr/pics_source/1098057.jpg;Taille;EU universelle:0;M1249332;10;M1249332
;1;Balaklava model 219537 Moe;Accueil->Accessoires->Bonnets et chapeaux;37.18;1;16.9;PDF-219537;5905563776421;Moe;La cagoule de type balaklawa avec un col ajusté enveloppant protège parfaitement du froid tout en restant légère et confortable. Le fil doux et élastique à la texture côtelée offre un confort exceptionnel et s'adapte parfaitement. Le modèle a une coupe ajustée avec un léger dégagement naturel autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bordures élastiques assurent un ajustement parfait et une forme durable.;"La cagoule de type balaklawa avec un col ajusté enveloppant protège parfaitement du froid tout en restant légère et confortable. Le fil doux et élastique à la texture côtelée offre un confort exceptionnel et s'adapte parfaitement. Le modèle a une coupe ajustée avec un léger dégagement naturel autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bordures élastiques assurent un ajustement parfait et une forme durable.

Composition : Acrylique 85 %, Nylon 15 %";balaklava-moe-gris-219537;https://lingeriematterhorn.fr/pics_source/1098024.jpg,https://lingeriematterhorn.fr/pics_source/1098025.jpg,https://lingeriematterhorn.fr/pics_source/1098026.jpg;Taille;EU  universelle:0;M1249320;10;M1249320
;1;Balaklava model 219538 Moe;Accueil->Accessoires->Bonnets et chapeaux;37.18;1;16.9;PDF-219538;5905563776407;Moe;Le cagoule de type balaklawa enveloppante avec un col ajusté protège parfaitement du froid, tout en restant légère et confortable. Le fil doux et élastique avec une texture côtelée assure un confort et un ajustement exceptionnels. Le modèle a une coupe ajustée avec une légère liberté naturelle autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bordures élastiques assurent un ajustement parfait et une forme durable.;"Le cagoule de type balaklawa enveloppante avec un col ajusté protège parfaitement du froid, tout en restant légère et confortable. Le fil doux et élastique avec une texture côtelée assure un confort et un ajustement exceptionnels. Le modèle a une coupe ajustée avec une légère liberté naturelle autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bordures élastiques assurent un ajustement parfait et une forme durable.

Composition : Acrylique 85 %, Nylon 15 %";balaklava-moe-rouge-219538;https://lingeriematterhorn.fr/pics_source/1098027.jpg,https://lingeriematterhorn.fr/pics_source/1098028.jpg,https://lingeriematterhorn.fr/pics_source/1098029.jpg;Taille;EU universelle:0;M1249321;10;M1249321
;1;Bonnet model 219554 Moe;Accueil->Accessoires->Bonnets et chapeaux;37.18;1;16.9;PDF-219554;5905563776230;Moe;Un bonnet chaud fabriqué en fil doux avec une grosse maille côtelée. Il a une coupe droite avec un peu de décontraction dans la partie supérieure, ce qui lui donne un aspect décontracté et moderne. Le rebord revers assure un meilleur ajustement et une couche de chaleur supplémentaire, créant un mélange parfait de style et de confort.;"Un bonnet chaud fabriqué en fil doux avec une grosse maille côtelée. Il a une coupe droite avec un peu de décontraction dans la partie supérieure, ce qui lui donne un aspect décontracté et moderne. Le rebord revers assure un meilleur ajustement et une couche de chaleur supplémentaire, créant un mélange parfait de style et de confort.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-gris-219554;https://lingeriematterhorn.fr/pics_source/1098066.jpg,https://lingeriematterhorn.fr/pics_source/1098067.jpg,https://lingeriematterhorn.fr/pics_source/1098068.jpg;Taille;EU universelle:0;M1249337;10;M1249337
;1;Balaklava model 219539 Moe;Accueil->Accessoires->Bonnets et chapeaux;37.18;1;16.9;PDF-219539;5905563776391;Moe;La cagoule balaklava enveloppante avec un col ajusté protège parfaitement du froid tout en restant légère et confortable. Le fil doux et élastique avec une texture côtelée assure un confort et un ajustement exceptionnels. Le modèle a une coupe ajustée avec un espace naturel autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bord-côtes élastiques assurent un ajustement parfait et une forme durable.;"La cagoule balaklava enveloppante avec un col ajusté protège parfaitement du froid tout en restant légère et confortable. Le fil doux et élastique avec une texture côtelée assure un confort et un ajustement exceptionnels. Le modèle a une coupe ajustée avec un espace naturel autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bord-côtes élastiques assurent un ajustement parfait et une forme durable.

Composition : Acrylique 85 %, Nylon 15 %";balaklava-moe-beige-219539;https://lingeriematterhorn.fr/pics_source/1098030.jpg,https://lingeriematterhorn.fr/pics_source/1098031.jpg,https://lingeriematterhorn.fr/pics_source/1098032.jpg;Taille;EU universelle:0;M1249322;10;M1249322
;1;Bonnet model 219555 Moe;Accueil->Accessoires->Bonnets et chapeaux;37.18;1;16.9;PDF-219555;5905563776223;Moe;Un bonnet chaud fabriqué à partir d'un fil doux avec une texture épaisse et côtelée. Il a une coupe simple avec un peu de souplesse dans la partie supérieure, ce qui lui donne un look décontracté et moderne. Le bord roulé assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi un mélange parfait de style et de confort.;"Un bonnet chaud fabriqué à partir d'un fil doux avec une texture épaisse et côtelée. Il a une coupe simple avec un peu de souplesse dans la partie supérieure, ce qui lui donne un look décontracté et moderne. Le bord roulé assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi un mélange parfait de style et de confort.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-beige-219555;https://lingeriematterhorn.fr/pics_source/1098069.jpg,https://lingeriematterhorn.fr/pics_source/1098070.jpg,https://lingeriematterhorn.fr/pics_source/1098071.jpg;Taille;EU universelle:0;M1249338;10;M1249338
;1;Bonnet model 219556 Moe;Accueil->Accessoires->Bonnets et chapeaux;37.18;1;16.9;PDF-219556;5905563776209;Moe;Un bonnet chaud en fil doux avec une grosse maille côtelée. Il a une coupe simple avec un peu d'espace dans la partie supérieure, ce qui lui donne un aspect décontracté et moderne. Le bord replié assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi un parfait mélange de style et de confort.;"Un bonnet chaud en fil doux avec une grosse maille côtelée. Il a une coupe simple avec un peu d'espace dans la partie supérieure, ce qui lui donne un aspect décontracté et moderne. Le bord replié assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi un parfait mélange de style et de confort.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-rouge-219556;https://lingeriematterhorn.fr/pics_source/1098072.jpg,https://lingeriematterhorn.fr/pics_source/1098073.jpg,https://lingeriematterhorn.fr/pics_source/1098074.jpg;Taille;EU universelle:0;M1249339;10;M1249339
