ID;Active (0/1);Name *[fr-FR];Categories (x,y,z,...);Price tax excl.;Tax rules ID;Wholesale price;Reference #;EAN13;Brand;Short description[fr-FR];Description[fr-FR];URL rewritten[fr-FR];Image URLs (x,y,z,...);Attribute (Name:Type:Position)*;Value (Value:Position)*;Combination Reference;Quantity;Supplier reference
;1;Bonnet model 189912 AT;Accueil->Accessoires->Bonnets et chapeaux;21.8;1;10.9;PDF-189912;2016103470679;AT;Chaud bonnet d'hiver pour femme en cachemire avec applications décoratives en strass.;"Chaud bonnet d'hiver pour femme en cachemire avec applications décoratives en strass.

Composition : Acrylique 50 %, Coton 30 %, Cachemire 20 %";bonnet-at-vert-189912;https://lingeriematterhorn.fr/pics_source/1008247.jpg,https://lingeriematterhorn.fr/pics_source/1008248.jpg,https://lingeriematterhorn.fr/pics_source/1008249.jpg;Taille:select:0;EU universelle:0;M1105634;7;M1105634
;1;Châle model 206037 AT;Accueil->Accessoires->Foulards et écharpes;11.8;1;5.9;PDF-206037;5906694009020;AT;Écharpe d'hiver élégante de 194 cm de longueur est l'accessoire parfait qui vous procurera chaleur et un look branché lors des journées froides. L'écharpe se distingue par son motif à rayures dominant, lui donnant un caractère universel et intemporel, qui complétera parfaitement les tenues décontractées ainsi que les tenues plus élégantes. Fabriquée en viscose de haute qualité, l'écharpe est douce, agréable au toucher et délicate pour la peau, offrant une excellente protection contre le froid.…;"Écharpe d'hiver élégante de 194 cm de longueur est l'accessoire parfait qui vous procurera chaleur et un look branché lors des journées froides. L'écharpe se distingue par son motif à rayures dominant, lui donnant un caractère universel et intemporel, qui complétera parfaitement les tenues décontractées ainsi que les tenues plus élégantes. Fabriquée en viscose de haute qualité, l'écharpe est douce, agréable au toucher et délicate pour la peau, offrant une excellente protection contre le froid. Les franges aux extrémités lui ajoutent de la légèreté et de l'originalité, en faisant un accessoire branché dans toute garde-robe. C'est un incontournable pour les promenades hivernales, les sorties quotidiennes ou les soirées plus fraîches.

Composition : Viscose 100 %";chale-at-rouge-206037;https://lingeriematterhorn.fr/pics_source/1056648.jpg,https://lingeriematterhorn.fr/pics_source/1056649.jpg,https://lingeriematterhorn.fr/pics_source/1056650.jpg;Taille:select:0;EU universelle:0;M1187724;40;M1187724
;1;Châle model 190546 AT;Accueil->Accessoires->Foulards et écharpes;11.8;1;5.9;PDF-190546;2016103487523;AT;Cette longue écharpe aux rayures décoratives et aux motifs intéressants est le complément idéal de votre garde-robe automne-hiver. Fabriquée en polyester résistant, elle est non seulement pratique mais aussi élégante. Les pompons lui confèrent subtilité et légèreté. La longueur de l'écharpe permet de la porter de différentes façons : autour du cou, sur les épaules ou comme couche supplémentaire les jours plus froids. Quelle que soit la façon dont vous la portez, cette écharpe sera un ajout…;"Cette longue écharpe aux rayures décoratives et aux motifs intéressants est le complément idéal de votre garde-robe automne-hiver. Fabriquée en polyester résistant, elle est non seulement pratique mais aussi élégante. Les pompons lui confèrent subtilité et légèreté. La longueur de l'écharpe permet de la porter de différentes façons : autour du cou, sur les épaules ou comme couche supplémentaire les jours plus froids. Quelle que soit la façon dont vous la portez, cette écharpe sera un ajout élégant à votre garde-robe, ajoutant du caractère et de la chaleur.

Composition : Polyester 100 %";chale-at-orange-190546;https://lingeriematterhorn.fr/pics_source/1010277.jpg,https://lingeriematterhorn.fr/pics_source/1010278.jpg,https://lingeriematterhorn.fr/pics_source/1010279.jpg,https://lingeriematterhorn.fr/pics_source/1010280.jpg;Taille:select:0;EU universelle:0;M1108671;20;M1108671
;1;Châle model 190564 AT;Accueil->Accessoires->Foulards et écharpes;15.8;1;7.9;PDF-190564;2016103487325;AT;Cette longue écharpe à carreaux colorés est le complément idéal de votre garde-robe d'automne/hiver. Fabriquée en polyester résistant, elle est non seulement pratique mais aussi élégante. La longueur de l'écharpe permet de la porter de différentes manières : vous pouvez l'enrouler autour du cou, la laisser libre sur vos épaules ou l'utiliser comme couche supplémentaire les jours les plus froids. Quelle que soit la façon dont vous la portez, cette écharpe sera un ajout élégant à votre…;"Cette longue écharpe à carreaux colorés est le complément idéal de votre garde-robe d'automne/hiver. Fabriquée en polyester résistant, elle est non seulement pratique mais aussi élégante. La longueur de l'écharpe permet de la porter de différentes manières : vous pouvez l'enrouler autour du cou, la laisser libre sur vos épaules ou l'utiliser comme couche supplémentaire les jours les plus froids. Quelle que soit la façon dont vous la portez, cette écharpe sera un ajout élégant à votre garde-robe, ajoutant du caractère et de la chaleur.

Composition : Polyester 100 %";chale-at-rose-190564;https://lingeriematterhorn.fr/pics_source/1010347.jpg,https://lingeriematterhorn.fr/pics_source/1010348.jpg,https://lingeriematterhorn.fr/pics_source/1010349.jpg,https://lingeriematterhorn.fr/pics_source/1010350.jpg;Taille:select:0;EU universelle:0;M1108689;25;M1108689
;1;Châle model 190583 AT;Accueil->Accessoires->Foulards et écharpes;15.8;1;7.9;PDF-190583;2016103486915;AT;Cette longue écharpe à la texture unie est le complément idéal de votre garde-robe d'automne/hiver. Fabriquée en polyester résistant, elle est à la fois pratique et élégante. Les pompons lui confèrent subtilité et légèreté. La longueur de l'écharpe permet de la porter de différentes manières : vous pouvez l'enrouler autour du cou, la laisser libre sur vos épaules ou l'utiliser comme couche supplémentaire les jours plus froids. Quelle que soit la façon dont vous la portez, cette écharpe sera un…;"Cette longue écharpe à la texture unie est le complément idéal de votre garde-robe d'automne/hiver. Fabriquée en polyester résistant, elle est à la fois pratique et élégante. Les pompons lui confèrent subtilité et légèreté. La longueur de l'écharpe permet de la porter de différentes manières : vous pouvez l'enrouler autour du cou, la laisser libre sur vos épaules ou l'utiliser comme couche supplémentaire les jours plus froids. Quelle que soit la façon dont vous la portez, cette écharpe sera un ajout élégant à votre garde-robe, ajoutant du caractère et de la chaleur.

Composition : Polyester 100 %";chale-at-rouge-190583;https://lingeriematterhorn.fr/pics_source/1010423.jpg,https://lingeriematterhorn.fr/pics_source/1010424.jpg,https://lingeriematterhorn.fr/pics_source/1010425.jpg,https://lingeriematterhorn.fr/pics_source/1010426.jpg;Taille:select:0;EU universelle:0;M1108708;11;M1108708
;1;Bonnet model 190600 AT;Accueil->Accessoires->Bonnets et chapeaux;19.8;1;9.9;PDF-190600;2016103471089;AT;Chaud bonnet d'hiver pour femme en cachemire avec applications décoratives en strass.;"Chaud bonnet d'hiver pour femme en cachemire avec applications décoratives en strass.

Composition : Acrylique 50 %, Coton 30 %, Cachemire 20 %";bonnet-at-brun-190600;https://lingeriematterhorn.fr/pics_source/1010488.jpg,https://lingeriematterhorn.fr/pics_source/1010489.jpg,https://lingeriematterhorn.fr/pics_source/1010490.jpg,https://lingeriematterhorn.fr/pics_source/1010491.jpg;Taille:select:0;EU universelle:0;M1108725;11;M1108725
;1;Foulard model 223058 AT;Accueil->Accessoires->Foulards et écharpes;5.8;1;2.9;PDF-223058;5906694026195;AT;Écharpe élégante avec des franges et des clous décoratifs est un accessoire spectaculaire qui complétera parfaitement à la fois les tenues quotidiennes et plus audacieuses. Fabriqué en viscose légère et agréable au toucher, il se pose doucement sur le cou ou les épaules, offrant un confort de port. Le modèle d'environ 134 cm de longueur et 47 cm de largeur offre de nombreuses possibilités de stylisme, vous pouvez le porter de manière classique, lâche ou noué de différentes manières. Les franges…;"Écharpe élégante avec des franges et des clous décoratifs est un accessoire spectaculaire qui complétera parfaitement à la fois les tenues quotidiennes et plus audacieuses. Fabriqué en viscose légère et agréable au toucher, il se pose doucement sur le cou ou les épaules, offrant un confort de port. Le modèle d'environ 134 cm de longueur et 47 cm de largeur offre de nombreuses possibilités de stylisme, vous pouvez le porter de manière classique, lâche ou noué de différentes manières. Les franges décoratives et les clous subtils donnent à l'écharpe un caractère à la mode et attirent le regard, en en faisant un accent unique pour chaque tenue.

Composition : Viscose 100 %";foulard-at-beige-223058;https://lingeriematterhorn.fr/pics_source/1109486.jpg,https://lingeriematterhorn.fr/pics_source/1109487.jpg,https://lingeriematterhorn.fr/pics_source/1109488.jpg,https://lingeriematterhorn.fr/pics_source/1109489.jpg;Taille:select:0;EU universelle:0;M1261877;14;M1261877
;1;Gants model 190806 AT;Accueil->Accessoires->Gants;11.8;1;5.9;PDF-190806;2016103495252;AT;Gants élégants pour femmes en tissu isolant avec motif géométrique décoratif. Pompons décoratifs aux poignets. L'index est orné d'une fleur brodée, ce qui permet d'utiliser le téléphone sans enlever les gants.;"Gants élégants pour femmes en tissu isolant avec motif géométrique décoratif. Pompons décoratifs aux poignets. L'index est orné d'une fleur brodée, ce qui permet d'utiliser le téléphone sans enlever les gants.

Composition : Coton 60 %, Élasthanne 5 %, Polyester 35 %";gants-at-bleu-marine-190806;https://lingeriematterhorn.fr/pics_source/1011198.jpg,https://lingeriematterhorn.fr/pics_source/1011199.jpg,https://lingeriematterhorn.fr/pics_source/1011200.jpg;Taille:select:0;EU L/XL:0;M1109567;7;M1109567
;1;Gants model 190832 AT;Accueil->Accessoires->Gants;11.8;1;5.9;PDF-190832;2016103496846;AT;Gants élégants pour femmes en tissu lisse et isolant. L'index est orné d'une fleur brodée, ce qui vous permet d'utiliser votre téléphone sans avoir à retirer les gants.;"Gants élégants pour femmes en tissu lisse et isolant. L'index est orné d'une fleur brodée, ce qui vous permet d'utiliser votre téléphone sans avoir à retirer les gants.

Composition : Coton 60 %, Élasthanne 5 %, Polyester 35 %";gants-at-vert-190832;https://lingeriematterhorn.fr/pics_source/1011293.jpg,https://lingeriematterhorn.fr/pics_source/1011294.jpg,https://lingeriematterhorn.fr/pics_source/1011295.jpg;Taille:select:0;EU L/XL:0;M1109643;12;M1109643
;1;Gants model 190851 AT;Accueil->Accessoires->Gants;11.8;1;5.9;PDF-190851;2016103495627;AT;Gants élégants pour femme en tissu à motif géométrique décoratif. Boutons décoratifs enduits aux poignets. Index avec fleur brodée, permettant d'utiliser le téléphone sans enlever les gants.;"Gants élégants pour femme en tissu à motif géométrique décoratif. Boutons décoratifs enduits aux poignets. Index avec fleur brodée, permettant d'utiliser le téléphone sans enlever les gants.

Composition : Coton 60 %, Élasthanne 5 %, Polyester 35 %";gants-at-gris-190851;https://lingeriematterhorn.fr/pics_source/1011362.jpg,https://lingeriematterhorn.fr/pics_source/1011363.jpg,https://lingeriematterhorn.fr/pics_source/1011364.jpg,https://lingeriematterhorn.fr/pics_source/1011365.jpg;Taille:select:0;EU S/M:0;M1109680;17;M1109680
;;Gants model 190851 AT;;;;;PDF-190851;2016103495634;;;;;;Taille:select:0;EU L/XL:1;M1109681;21;M1109681
;1;Gants model 191076 AT;Accueil->Accessoires->Gants;11.8;1;5.9;PDF-191076;2016103496709;AT;Gants élégants pour femmes en tissu lisse et isolant. L'index est orné d'une fleur brodée, ce qui vous permet d'utiliser votre téléphone sans avoir à retirer les gants.;"Gants élégants pour femmes en tissu lisse et isolant. L'index est orné d'une fleur brodée, ce qui vous permet d'utiliser votre téléphone sans avoir à retirer les gants.

Composition : Coton 60 %, Élasthanne 5 %, Polyester 35 %";gants-at-gris-191076;https://lingeriematterhorn.fr/pics_source/1012128.jpg,https://lingeriematterhorn.fr/pics_source/1012129.jpg,https://lingeriematterhorn.fr/pics_source/1012130.jpg;Taille:select:0;EU L/XL:0;M1110740;8;M1110740
;1;Gants model 191093 AT;Accueil->Accessoires->Gants;9.8;1;4.9;PDF-191093;2016103497096;AT;Gants lisses pour femmes avec une isolation supplémentaire en tricot qui peut être retirée. Les gants comportent une fleur brodée sur l'index, ce qui permet d'utiliser le téléphone sans l'enlever.;"Gants lisses pour femmes avec une isolation supplémentaire en tricot qui peut être retirée. Les gants comportent une fleur brodée sur l'index, ce qui permet d'utiliser le téléphone sans l'enlever.

Composition : Coton 60 %, Élasthanne 5 %, Polyester 35 %";gants-at-gris-191093;https://lingeriematterhorn.fr/pics_source/1012184.jpg,https://lingeriematterhorn.fr/pics_source/1012185.jpg,https://lingeriematterhorn.fr/pics_source/1012186.jpg;Taille:select:0;EU S/M:0;M1110773;9;M1110773
;;Gants model 191093 AT;;;;;PDF-191093;2016103497102;;;;;;Taille:select:0;EU L/XL:1;M1110774;11;M1110774
;1;Bonnet model 191111 AT;Accueil->Accessoires->Bonnets et chapeaux;21.8;1;10.9;PDF-191111;2016103470686;AT;Chaud bonnet d'hiver pour femme en cachemire avec applications décoratives en strass.;"Chaud bonnet d'hiver pour femme en cachemire avec applications décoratives en strass.

Composition : Acrylique 50 %, Coton 30 %, Cachemire 20 %";bonnet-at-bleu-191111;https://lingeriematterhorn.fr/pics_source/1012246.jpg,https://lingeriematterhorn.fr/pics_source/1012247.jpg,https://lingeriematterhorn.fr/pics_source/1012248.jpg,https://lingeriematterhorn.fr/pics_source/1012249.jpg;Taille:select:0;EU universelle:0;M1110803;20;M1110803
;1;Gants model 191347 AT;Accueil->Accessoires->Gants;11.8;1;5.9;PDF-191347;2016103495115;AT;Gants élégants pour femmes, fabriqués à partir d'une combinaison de deux matériaux différents. Bretelles décoratives avec boutons aux poignets. L'index est orné d'une fleur brodée, ce qui permet d'utiliser le téléphone sans avoir à retirer les gants.;"Gants élégants pour femmes, fabriqués à partir d'une combinaison de deux matériaux différents. Bretelles décoratives avec boutons aux poignets. L'index est orné d'une fleur brodée, ce qui permet d'utiliser le téléphone sans avoir à retirer les gants.

Composition : Polyuréthane 50 %, Polyester 40 %, Spandex 10 %";gants-at-violet-191347;https://lingeriematterhorn.fr/pics_source/1012959.jpg,https://lingeriematterhorn.fr/pics_source/1012960.jpg,https://lingeriematterhorn.fr/pics_source/1012961.jpg,https://lingeriematterhorn.fr/pics_source/1012962.jpg;Taille:select:0;EU S/M:0;M1111692;9;M1111692
;;Gants model 191347 AT;;;;;PDF-191347;2016103495122;;;;;;Taille:select:0;EU L/XL:1;M1111693;9;M1111693
;1;Châle model 191703 AT;Accueil->Accessoires->Foulards et écharpes;13.8;1;6.9;PDF-191703;2016103499779;AT;Cette longue écharpe à carreaux colorés est le complément idéal de votre garde-robe d'automne/hiver. Fabriquée en polyester résistant, elle est à la fois pratique et élégante. Les pompons lui confèrent subtilité et légèreté. La longueur de l'écharpe permet de la porter de différentes manières : vous pouvez l'enrouler autour du cou, la laisser libre sur vos épaules ou l'utiliser comme couche supplémentaire les jours plus froids. Quelle que soit la façon dont vous la portez, cette écharpe sera un…;"Cette longue écharpe à carreaux colorés est le complément idéal de votre garde-robe d'automne/hiver. Fabriquée en polyester résistant, elle est à la fois pratique et élégante. Les pompons lui confèrent subtilité et légèreté. La longueur de l'écharpe permet de la porter de différentes manières : vous pouvez l'enrouler autour du cou, la laisser libre sur vos épaules ou l'utiliser comme couche supplémentaire les jours plus froids. Quelle que soit la façon dont vous la portez, cette écharpe sera un ajout élégant à votre garde-robe, ajoutant du caractère et de la chaleur.

Composition : Polyester 100 %";chale-at-jaune-191703;https://lingeriematterhorn.fr/pics_source/1013843.jpg,https://lingeriematterhorn.fr/pics_source/1013844.jpg,https://lingeriematterhorn.fr/pics_source/1013845.jpg;Taille:select:0;EU universelle:0;M1112813;21;M1112813
;1;Foulard model 174864 AT;Accueil->Accessoires->Foulards et écharpes;9.8;1;4.9;PDF-174864;2016103289769;AT;Écharpe dans un motif intéressant, idéal pour de nombreux styles. . Dimensions : longueur 140 cm, largeur 140 cm .;"Écharpe dans un motif intéressant, idéal pour de nombreux styles. . Dimensions : longueur 140 cm, largeur 140 cm .

Composition : Acrylique 100 %";foulard-at-gris-174864;https://lingeriematterhorn.fr/pics_source/963899.jpg,https://lingeriematterhorn.fr/pics_source/963900.jpg,https://lingeriematterhorn.fr/pics_source/963901.jpg;Taille:select:0;EU universelle:0;M1035259;36;M1035259
;1;Bonnet model 208255 AT;Accueil->Accessoires->Bonnets et chapeaux;21.8;1;10.9;PDF-208255;2016102444169;AT;Un bonnet d'hiver avec un large bord côtelé et un pompon moelleux.;"Un bonnet d'hiver avec un large bord côtelé et un pompon moelleux.

Composition : Acrylique 50 %, Coton 30 %, Cachemire 20 %";bonnet-at-rouge-208255;https://lingeriematterhorn.fr/pics_source/1063728.jpg,https://lingeriematterhorn.fr/pics_source/1063729.jpg,https://lingeriematterhorn.fr/pics_source/1063730.jpg;Taille:select:0;EU universelle:0;M1198402;40;M1198402
;1;Foulard model 208388 AT;Accueil->Accessoires->Foulards et écharpes;5.8;1;2.9;PDF-208388;2016103565924;AT;L'écharpe arafat à carreaux élégante est l'accessoire parfait pour les tenues quotidiennes et décontractées. Fabriquée dans un matériau doux et agréable au toucher, elle assure un confort de port et une protection contre le froid. Le motif classique à carreaux lui confère un caractère universel, tandis que les franges décoratives sur les bords lui donnent une finition originale. L'écharpe mesure 100 cm x 100 cm, assez grande pour être portée de différentes manières comme une écharpe, un foulard…;"L'écharpe arafat à carreaux élégante est l'accessoire parfait pour les tenues quotidiennes et décontractées. Fabriquée dans un matériau doux et agréable au toucher, elle assure un confort de port et une protection contre le froid. Le motif classique à carreaux lui confère un caractère universel, tandis que les franges décoratives sur les bords lui donnent une finition originale. L'écharpe mesure 100 cm x 100 cm, assez grande pour être portée de différentes manières comme une écharpe, un foulard ou une protection contre le vent. Parfaite pour tous les jours, pour le travail et les voyages.

Composition : Polyester 80 %, Viscose 20 %";foulard-at-multicouleur-208388;https://lingeriematterhorn.fr/pics_source/1064154.jpg,https://lingeriematterhorn.fr/pics_source/1064155.jpg,https://lingeriematterhorn.fr/pics_source/1064156.jpg,https://lingeriematterhorn.fr/pics_source/1064157.jpg;Taille:select:0;EU universelle:0;M1198717;9;M1198717
;1;Foulard model 208407 AT;Accueil->Accessoires->Foulards et écharpes;9.8;1;4.9;PDF-208407;2016103573851;AT;Une élégante écharpe avec un motif géométrique est un accessoire stylé qui complétera parfaitement toute garde-robe. Fabriqué en viscose de haute qualité, il est léger, doux et agréable au toucher, offrant un confort de port. Grâce à ses dimensions de 190 cm de longueur et 69 cm de largeur, il peut être porté de différentes manières, créant des styles variés. Le motif géométrique lui confère un caractère moderne, en faisant un choix idéal aussi bien pour les tenues de tous les jours que pour…;"Une élégante écharpe avec un motif géométrique est un accessoire stylé qui complétera parfaitement toute garde-robe. Fabriqué en viscose de haute qualité, il est léger, doux et agréable au toucher, offrant un confort de port. Grâce à ses dimensions de 190 cm de longueur et 69 cm de largeur, il peut être porté de différentes manières, créant des styles variés. Le motif géométrique lui confère un caractère moderne, en faisant un choix idéal aussi bien pour les tenues de tous les jours que pour les tenues plus élégantes.

Composition : Viscose 100 %";foulard-at-gris-208407;https://lingeriematterhorn.fr/pics_source/1064223.jpg,https://lingeriematterhorn.fr/pics_source/1064224.jpg,https://lingeriematterhorn.fr/pics_source/1064225.jpg;Taille:select:0;EU universelle:0;M1198736;16;M1198736
;1;Châle model 200848 AT;Accueil->Accessoires->Foulards et écharpes;7.8;1;3.9;PDF-200848;2016103556496;AT;L'écharpe ajourée de 190 cm de long est un accessoire élégant et stylé, parfait pour les jours les plus froids. Composée d'un mélange de coton et de laine, elle offre une chaleur et un confort excellents. Le délicat motif ajouré lui confère une touche de légèreté et de subtilité, ce qui en fait une pièce unique de la garde-robe. L'écharpe est longue, ce qui permet de la styliser et de la porter de différentes manières, en ajoutant une touche chic aux tenues de tous les jours et aux tenues plus…;"L'écharpe ajourée de 190 cm de long est un accessoire élégant et stylé, parfait pour les jours les plus froids. Composée d'un mélange de coton et de laine, elle offre une chaleur et un confort excellents. Le délicat motif ajouré lui confère une touche de légèreté et de subtilité, ce qui en fait une pièce unique de la garde-robe. L'écharpe est longue, ce qui permet de la styliser et de la porter de différentes manières, en ajoutant une touche chic aux tenues de tous les jours et aux tenues plus élégantes. C'est une combinaison de fonctionnalité et de look à la mode, parfaite pour l'automne et l'hiver.

Composition : Coton 80 %, laine 20 %";chale-at-beige-200848;https://lingeriematterhorn.fr/pics_source/1041140.jpg,https://lingeriematterhorn.fr/pics_source/1041141.jpg,https://lingeriematterhorn.fr/pics_source/1041142.jpg;Taille:select:0;EU universelle:0;M1163071;40;M1163071
;1;Infinity Écharpe model 220376 AT;Accueil->Accessoires->Foulards et écharpes;9.8;1;4.9;PDF-220376;5906694053726;AT;Élégant et pratique col fabriqué en polyester de haute qualité, qui assure la durabilité et le confort de port. Un modèle à grosse maille protège efficacement du froid, tout en apportant une touche de mode aux tenues quotidiennes. Le col mesure 65 cm de long et 27 cm de large, ce qui le rend bien ajusté au cou et peut être porté de différentes manières. L'impression colorée lui donne du caractère et de l'énergie, le rendant parfait pour compléter à la fois des tenues décontractées et urbaines…;"Élégant et pratique col fabriqué en polyester de haute qualité, qui assure la durabilité et le confort de port. Un modèle à grosse maille protège efficacement du froid, tout en apportant une touche de mode aux tenues quotidiennes. Le col mesure 65 cm de long et 27 cm de large, ce qui le rend bien ajusté au cou et peut être porté de différentes manières. L'impression colorée lui donne du caractère et de l'énergie, le rendant parfait pour compléter à la fois des tenues décontractées et urbaines pour les jours plus frais.

Composition : Polyester 100 %";infinity-echarpe-at-blanc-220376;https://lingeriematterhorn.fr/pics_source/1100570.jpg,https://lingeriematterhorn.fr/pics_source/1100571.jpg,https://lingeriematterhorn.fr/pics_source/1100572.jpg,https://lingeriematterhorn.fr/pics_source/1100573.jpg;Taille:select:0;EU universelle:0;M1252744;2;M1252744
;1;Châle model 220393 AT;Accueil->Accessoires->Foulards et écharpes;9.8;1;4.9;PDF-220393;5906694053610;AT;Un foulard doux et confortable avec une texture lisse, fabriqué en acrylique de haute qualité, qui protège efficacement du froid et assure un confort lors des journées d'hiver. Le modèle mesure 186 cm de long et 33 cm de large, ce qui permet de l'enrouler facilement autour du cou et de créer différentes stylisations. Aux extrémités du foulard se trouvent de charmants pompons qui lui ajoutent de la légèreté et un caractère à la mode. C'est l'accessoire idéal pour les jours plus froids, à la fois…;"Un foulard doux et confortable avec une texture lisse, fabriqué en acrylique de haute qualité, qui protège efficacement du froid et assure un confort lors des journées d'hiver. Le modèle mesure 186 cm de long et 33 cm de large, ce qui permet de l'enrouler facilement autour du cou et de créer différentes stylisations. Aux extrémités du foulard se trouvent de charmants pompons qui lui ajoutent de la légèreté et un caractère à la mode. C'est l'accessoire idéal pour les jours plus froids, à la fois pratique et élégant pour la garde-robe d'hiver.

Composition : Acrylique 100 %";chale-at-beige-220393;https://lingeriematterhorn.fr/pics_source/1100638.jpg,https://lingeriematterhorn.fr/pics_source/1100639.jpg,https://lingeriematterhorn.fr/pics_source/1100640.jpg,https://lingeriematterhorn.fr/pics_source/1100641.jpg;Taille:select:0;EU universelle:0;M1252761;5;M1252761
;1;Châle model 200285 AT;Accueil->Accessoires->Foulards et écharpes;19.8;1;9.9;PDF-200285;2016103560707;AT;Écharpe élégante en polyester de haute qualité, longue de 194 cm, avec un motif coloré lisse qui ajoute de l'élégance et de la modernité à chaque tenue. Fabriquée dans un matériau léger mais chaud, elle assure confort et protection contre le froid. Les franges décoratives aux extrémités lui donnent une touche à la mode et distinctive, qui complète parfaitement les tenues décontractées et plus élégantes. Idéale pour la saison automne-hiver, cette écharpe allie fonctionnalité et élégance.;"Écharpe élégante en polyester de haute qualité, longue de 194 cm, avec un motif coloré lisse qui ajoute de l'élégance et de la modernité à chaque tenue. Fabriquée dans un matériau léger mais chaud, elle assure confort et protection contre le froid. Les franges décoratives aux extrémités lui donnent une touche à la mode et distinctive, qui complète parfaitement les tenues décontractées et plus élégantes. Idéale pour la saison automne-hiver, cette écharpe allie fonctionnalité et élégance.

Composition : Polyester 100 %";chale-at-vert-200285;https://lingeriematterhorn.fr/pics_source/1039268.jpg,https://lingeriematterhorn.fr/pics_source/1039269.jpg,https://lingeriematterhorn.fr/pics_source/1039270.jpg;Taille:select:0;EU universelle:0;M1160189;16;M1160189
;1;Gants model 201612 AT;Accueil->Accessoires->Gants;11.8;1;5.9;PDF-201612;2016103564538;AT;Gants en tissu lisse et côtelé pour la chaleur et l'élégance des jours plus froids. Finis par un bord élastiqué, ils s'adaptent parfaitement à la main pour un port confortable. L'index décoré d'une fleur brodée ajoute une touche subtile et élégante, et vous permet d'utiliser votre smartphone sans avoir à retirer les gants. Il s'agit d'un accessoire pratique et tendance, alliant fonctionnalité et esthétique, idéal pour un usage quotidien en automne et en hiver.;"Gants en tissu lisse et côtelé pour la chaleur et l'élégance des jours plus froids. Finis par un bord élastiqué, ils s'adaptent parfaitement à la main pour un port confortable. L'index décoré d'une fleur brodée ajoute une touche subtile et élégante, et vous permet d'utiliser votre smartphone sans avoir à retirer les gants. Il s'agit d'un accessoire pratique et tendance, alliant fonctionnalité et esthétique, idéal pour un usage quotidien en automne et en hiver.

Composition : Coton 60 %, Élasthanne 5 %, Polyester 35 %";gants-at-bleu-201612;https://lingeriematterhorn.fr/pics_source/1043389.jpg,https://lingeriematterhorn.fr/pics_source/1043390.jpg,https://lingeriematterhorn.fr/pics_source/1043391.jpg,https://lingeriematterhorn.fr/pics_source/1043392.jpg;Taille:select:0;EU S/M:0;M1166538;7;M1166538
;;Gants model 201612 AT;;;;;PDF-201612;2016103564545;;;;;;Taille:select:0;EU L/XL:1;M1166539;3;M1166539
;1;Châle model 200538 AT;Accueil->Accessoires->Foulards et écharpes;15.8;1;7.9;PDF-200538;2016103560325;AT;Une élégante écharpe de 190 cm de long, en viscose douce et agréable. Elle présente un motif géométrique qui apporte une touche moderne et élégante à tout style. Les petits pompons subtils aux extrémités de l'écharpe apportent légèreté et originalité. Idéale pour les jours les plus froids, elle se mariera parfaitement avec des combinaisons quotidiennes ou plus élégantes.;"Une élégante écharpe de 190 cm de long, en viscose douce et agréable. Elle présente un motif géométrique qui apporte une touche moderne et élégante à tout style. Les petits pompons subtils aux extrémités de l'écharpe apportent légèreté et originalité. Idéale pour les jours les plus froids, elle se mariera parfaitement avec des combinaisons quotidiennes ou plus élégantes.

Composition : Viscose 80 %, laine 20 %";chale-at-brun-200538;https://lingeriematterhorn.fr/pics_source/1040017.jpg,https://lingeriematterhorn.fr/pics_source/1040018.jpg;Taille:select:0;EU universelle:0;M1160950;10;M1160950
;1;Gants model 202495 AT;Accueil->Accessoires->Gants;11.8;1;5.9;PDF-202495;2016103564354;AT;Des gants élégants pour femmes en matériau isolant avec un motif intéressant. Des nœuds décoratifs au poignet. Le doigt pointé avec une fleur brodée, permettant d'utiliser le téléphone sans enlever les gants.;"Des gants élégants pour femmes en matériau isolant avec un motif intéressant. Des nœuds décoratifs au poignet. Le doigt pointé avec une fleur brodée, permettant d'utiliser le téléphone sans enlever les gants.

Composition : Coton 60 %, Élasthanne 5 %, Polyester 35 %";gants-at-rose-202495;https://lingeriematterhorn.fr/pics_source/1046098.jpg,https://lingeriematterhorn.fr/pics_source/1046099.jpg,https://lingeriematterhorn.fr/pics_source/1046100.jpg;Taille:select:0;EU S/M:0;M1170214;15;M1170214
;;Gants model 202495 AT;;;;;PDF-202495;2016103564361;;;;;;Taille:select:0;EU L/XL:1;M1170215;22;M1170215
;1;Gants model 202512 AT;Accueil->Accessoires->Gants;13.8;1;6.9;PDF-202512;2016103563326;AT;Gants élégants pour femmes en matériau isolant combiné à du cuir écologique. Doigt avec une fleur brodée, permettant d'utiliser le téléphone sans enlever les gants.;"Gants élégants pour femmes en matériau isolant combiné à du cuir écologique. Doigt avec une fleur brodée, permettant d'utiliser le téléphone sans enlever les gants.

Composition : Polyuréthane 50 %, Polyester 40 %, Spandex 10 %";gants-at-brun-202512;https://lingeriematterhorn.fr/pics_source/1046148.jpg,https://lingeriematterhorn.fr/pics_source/1046149.jpg,https://lingeriematterhorn.fr/pics_source/1046150.jpg;Taille:select:0;EU S/M:0;M1170248;35;M1170248
;;Gants model 202512 AT;;;;;PDF-202512;2016103563333;;;;;;Taille:select:0;EU L/XL:1;M1170249;34;M1170249
