id;name;brand;category_path;wholesale_price;description;image_1;image_2;image_3;image_4
226371;Strings model 226371 Gorteks;Gorteks;Strings;16.9;<div class='prod_data'> 			<strong>Coton</strong> 10 % <br><strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 65 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr><tr><td><b>EU 44 | FR 46</b></td><td align='right'>107-110 cm</td></tr><tr><td><b>EU 46 | FR 48</b></td><td align='right'>111-114 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1120383.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1120384.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1120385.jpg;
216104;Culottes model 216104 Gorteks;Gorteks;Culottes;17.9;<div class='prod_data'> 			<strong>Coton</strong> 7 % <br><strong>Élasthanne</strong> 5 % <br><strong>Polyamide</strong> 68 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr><tr><td><b>EU 44 | FR 46</b></td><td align='right'>107-110 cm</td></tr><tr><td><b>EU 46 | FR 48</b></td><td align='right'>111-114 cm</td></tr><tr><td><b>EU 48 | FR 50</b></td><td align='right'>115-118 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1087594.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1087595.jpg;;
208965;Soutien-gorge rembourré model 208965 Gorteks;Gorteks;Soutiens-Gorge Soft et Semi-Soft;31.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 70 % <br><strong>Polyester</strong> 25 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Dessous de poitrine</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU 65C | FR 80C</b></td><td align='right'>63-67 cm</td><td align='right'>81-83 cm</td></tr><tr><td><b>EU 65D | FR 80D</b></td><td align='right'>63-67 cm</td><td align='right'>83-85 cm</td></tr><tr><td><b>EU 65E | FR 80E</b></td><td align='right'>63-67 cm</td><td align='right'>85-87 cm</td></tr><tr><td><b>EU 65F | FR 80F</b></td><td align='right'>63-67 cm</td><td align='right'>87-89 cm</td></tr><tr><td><b>EU 65G | FR 80G</b></td><td align='right'>63-67 cm</td><td align='right'>89-91 cm</td></tr><tr><td><b>EU 65H | FR 80H</b></td><td align='right'>63-67 cm</td><td align='right'>91-93 cm</td></tr><tr><td><b>EU 70B | FR 85B</b></td><td align='right'>68-72 cm</td><td align='right'>84-86 cm</td></tr><tr><td><b>EU 70C | FR 85C</b></td><td align='right'>68-72 cm</td><td align='right'>86-88 cm</td></tr><tr><td><b>EU 70D | FR 85D</b></td><td align='right'>68-72 cm</td><td align='right'>88-90 cm</td></tr><tr><td><b>EU 70E | FR 85E</b></td><td align='right'>68-72 cm</td><td align='right'>90-92 cm</td></tr><tr><td><b>EU 70F | FR 85F</b></td><td align='right'>68-72 cm</td><td align='right'>92-94 cm</td></tr><tr><td><b>EU 70G | FR 85G</b></td><td align='right'>68-72 cm</td><td align='right'>94-96 cm</td></tr><tr><td><b>EU 70H | FR 85H</b></td><td align='right'>68-72 cm</td><td align='right'>96-98 cm</td></tr><tr><td><b>EU 75B | FR 90B</b></td><td align='right'>73-77 cm</td><td align='right'>89-91 cm</td></tr><tr><td><b>EU 75C | FR 90C</b></td><td align='right'>73-77 cm</td><td align='right'>91-93 cm</td></tr><tr><td><b>EU 75D | FR 90D</b></td><td align='right'>73-77 cm</td><td align='right'>93-95 cm</td></tr><tr><td><b>EU 75E | FR 90E</b></td><td align='right'>73-77 cm</td><td align='right'>95-97 cm</td></tr><tr><td><b>EU 75F | FR 90F</b></td><td align='right'>73-77 cm</td><td align='right'>97-99 cm</td></tr><tr><td><b>EU 75G | FR 90G</b></td><td align='right'>73-77 cm</td><td align='right'>99-101 cm</td></tr><tr><td><b>EU 80B | FR 95B</b></td><td align='right'>78-82 cm</td><td align='right'>94-96 cm</td></tr><tr><td><b>EU 80C | FR 95C</b></td><td align='right'>78-82 cm</td><td align='right'>96-98 cm</td></tr><tr><td><b>EU 80D | FR 95D</b></td><td align='right'>78-82 cm</td><td align='right'>98-100 cm</td></tr><tr><td><b>EU 80E | FR 95E</b></td><td align='right'>78-82 cm</td><td align='right'>100-102 cm</td></tr><tr><td><b>EU 80F | FR 95F</b></td><td align='right'>78-82 cm</td><td align='right'>102-104 cm</td></tr><tr><td><b>EU 85B | FR 100B</b></td><td align='right'>83-87 cm</td><td align='right'>99-101 cm</td></tr><tr><td><b>EU 85C | FR 100C</b></td><td align='right'>83-87 cm</td><td align='right'>101-103 cm</td></tr><tr><td><b>EU 85D | FR 100D</b></td><td align='right'>83-87 cm</td><td align='right'>103-105 cm</td></tr><tr><td><b>EU 85E | FR 100E</b></td><td align='right'>83-87 cm</td><td align='right'>105-107 cm</td></tr><tr><td><b>EU 90B | FR 105B</b></td><td align='right'>88-92 cm</td><td align='right'>104-106 cm</td></tr><tr><td><b>EU 90C | FR 105C</b></td><td align='right'>88-92 cm</td><td align='right'>106-108 cm</td></tr><tr><td><b>EU 90D | FR 105D</b></td><td align='right'>88-92 cm</td><td align='right'>108-110 cm</td></tr><tr><td><b>EU 95B | FR 110B</b></td><td align='right'>93-97 cm</td><td align='right'>109-111 cm</td></tr><tr><td><b>EU 95C | FR 110C</b></td><td align='right'>93-97 cm</td><td align='right'>111-113 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1065804.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1065805.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1065806.jpg;
198253;Culottes model 198253 Gorteks;Gorteks;Culottes;17.9;<div class='prod_data'> 			<strong>Coton</strong> 7 % <br><strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 68 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr><tr><td><b>EU 44 | FR 46</b></td><td align='right'>107-110 cm</td></tr><tr><td><b>EU 46 | FR 48</b></td><td align='right'>111-114 cm</td></tr><tr><td><b>EU 48 | FR 50</b></td><td align='right'>115-118 cm</td></tr><tr><td><b>EU 50 | FR 52</b></td><td align='right'>118-122 cm</td></tr><tr><td><b>EU 52 | FR 54</b></td><td align='right'>122-126 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1033644.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1033645.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1033646.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1033647.jpg
219480;Strings model 219480 Gorteks;Gorteks;Strings;17.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 22 % <br><strong>polyamide</strong> 78 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1097818.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1097819.jpg;;
221476;Strings model 221476 Gorteks;Gorteks;Strings;17.9;<div class='prod_data'> 			<strong>Coton</strong> 10 % <br><strong>Élasthanne</strong> 5 % <br><strong>Polyamide</strong> 65 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr><tr><td><b>EU 44 | FR 46</b></td><td align='right'>107-110 cm</td></tr><tr><td><b>EU 46 | FR 48</b></td><td align='right'>111-114 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1104109.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1104110.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1104111.jpg;
219481;Strings model 219481 Gorteks;Gorteks;Strings;17.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 22 % <br><strong>Polyamide</strong> 78 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1097820.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1097821.jpg;;
225187;Strings model 225187 Gorteks;Gorteks;Strings;17.9;<div class='prod_data'> 			<strong>Coton</strong> 7 % <br><strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 68 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1116576.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1116577.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1116578.jpg;
206638;Soutien-gorge rembourré model 206638 Gorteks;Gorteks;Soutiens-Gorge Balconnet;33.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 70 % <br><strong>Polyester</strong> 25 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Dessous de poitrine</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU 100D | FR 115D</b></td><td align='right'>98-102 cm</td><td align='right'>118-120 cm</td></tr><tr><td><b>EU 100E | FR 115E</b></td><td align='right'>98-102 cm</td><td align='right'>120-122 cm</td></tr><tr><td><b>EU 65E | FR 80E</b></td><td align='right'>63-67 cm</td><td align='right'>85-87 cm</td></tr><tr><td><b>EU 65F | FR 80F</b></td><td align='right'>63-67 cm</td><td align='right'>87-89 cm</td></tr><tr><td><b>EU 65G | FR 80G</b></td><td align='right'>63-67 cm</td><td align='right'>89-91 cm</td></tr><tr><td><b>EU 65H | FR 80H</b></td><td align='right'>63-67 cm</td><td align='right'>91-93 cm</td></tr><tr><td><b>EU 65I | FR 80I</b></td><td align='right'>63-67 cm</td><td align='right'>93-95 cm</td></tr><tr><td><b>EU 65J | FR 80J</b></td><td align='right'>63-67 cm</td><td align='right'>95-97 cm</td></tr><tr><td><b>EU 70D | FR 85D</b></td><td align='right'>68-72 cm</td><td align='right'>88-90 cm</td></tr><tr><td><b>EU 70E | FR 85E</b></td><td align='right'>68-72 cm</td><td align='right'>90-92 cm</td></tr><tr><td><b>EU 70F | FR 85F</b></td><td align='right'>68-72 cm</td><td align='right'>92-94 cm</td></tr><tr><td><b>EU 70G | FR 85G</b></td><td align='right'>68-72 cm</td><td align='right'>94-96 cm</td></tr><tr><td><b>EU 70H | FR 85H</b></td><td align='right'>68-72 cm</td><td align='right'>96-98 cm</td></tr><tr><td><b>EU 70I | FR 85I</b></td><td align='right'>68-72 cm</td><td align='right'>98-100 cm</td></tr><tr><td><b>EU 70J | FR 85J</b></td><td align='right'>68-72 cm</td><td align='right'>100-102 cm</td></tr><tr><td><b>EU 75C | FR 90C</b></td><td align='right'>73-77 cm</td><td align='right'>91-93 cm</td></tr><tr><td><b>EU 75D | FR 90D</b></td><td align='right'>73-77 cm</td><td align='right'>93-95 cm</td></tr><tr><td><b>EU 75E | FR 90E</b></td><td align='right'>73-77 cm</td><td align='right'>95-97 cm</td></tr><tr><td><b>EU 75F | FR 90F</b></td><td align='right'>73-77 cm</td><td align='right'>97-99 cm</td></tr><tr><td><b>EU 75G | FR 90G</b></td><td align='right'>73-77 cm</td><td align='right'>99-101 cm</td></tr><tr><td><b>EU 75H | FR 90H</b></td><td align='right'>73-77 cm</td><td align='right'>101-103 cm</td></tr><tr><td><b>EU 75I | FR 90I</b></td><td align='right'>73-77 cm</td><td align='right'>103-105 cm</td></tr><tr><td><b>EU 75J | FR 90J</b></td><td align='right'>73-77 cm</td><td align='right'>105-107 cm</td></tr><tr><td><b>EU 80B | FR 95B</b></td><td align='right'>78-82 cm</td><td align='right'>94-96 cm</td></tr><tr><td><b>EU 80C | FR 95C</b></td><td align='right'>78-82 cm</td><td align='right'>96-98 cm</td></tr><tr><td><b>EU 80D | FR 95D</b></td><td align='right'>78-82 cm</td><td align='right'>98-100 cm</td></tr><tr><td><b>EU 80E | FR 95E</b></td><td align='right'>78-82 cm</td><td align='right'>100-102 cm</td></tr><tr><td><b>EU 80F | FR 95F</b></td><td align='right'>78-82 cm</td><td align='right'>102-104 cm</td></tr><tr><td><b>EU 80G | FR 95G</b></td><td align='right'>78-82 cm</td><td align='right'>104-106 cm</td></tr><tr><td><b>EU 80H | FR 95H</b></td><td align='right'>78-82 cm</td><td align='right'>106-108 cm</td></tr><tr><td><b>EU 80I | FR 95I</b></td><td align='right'>78-82 cm</td><td align='right'>108-110 cm</td></tr><tr><td><b>EU 85B | FR 100B</b></td><td align='right'>83-87 cm</td><td align='right'>99-101 cm</td></tr><tr><td><b>EU 85C | FR 100C</b></td><td align='right'>83-87 cm</td><td align='right'>101-103 cm</td></tr><tr><td><b>EU 85D | FR 100D</b></td><td align='right'>83-87 cm</td><td align='right'>103-105 cm</td></tr><tr><td><b>EU 85E | FR 100E</b></td><td align='right'>83-87 cm</td><td align='right'>105-107 cm</td></tr><tr><td><b>EU 85F | FR 100F</b></td><td align='right'>83-87 cm</td><td align='right'>107-109 cm</td></tr><tr><td><b>EU 85G | FR 100G</b></td><td align='right'>83-87 cm</td><td align='right'>109-111 cm</td></tr><tr><td><b>EU 85H | FR 100H</b></td><td align='right'>83-87 cm</td><td align='right'>111-113 cm</td></tr><tr><td><b>EU 90B | FR 105B</b></td><td align='right'>88-92 cm</td><td align='right'>104-106 cm</td></tr><tr><td><b>EU 90C | FR 105C</b></td><td align='right'>88-92 cm</td><td align='right'>106-108 cm</td></tr><tr><td><b>EU 90D | FR 105D</b></td><td align='right'>88-92 cm</td><td align='right'>108-110 cm</td></tr><tr><td><b>EU 90E | FR 105E</b></td><td align='right'>88-92 cm</td><td align='right'>110-112 cm</td></tr><tr><td><b>EU 90F | FR 105F</b></td><td align='right'>88-92 cm</td><td align='right'>112-114 cm</td></tr><tr><td><b>EU 90G | FR 105G</b></td><td align='right'>88-92 cm</td><td align='right'>114-116 cm</td></tr><tr><td><b>EU 95B | FR 110B</b></td><td align='right'>93-97 cm</td><td align='right'>109-111 cm</td></tr><tr><td><b>EU 95C | FR 110C</b></td><td align='right'>93-97 cm</td><td align='right'>111-113 cm</td></tr><tr><td><b>EU 95D | FR 110D</b></td><td align='right'>93-97 cm</td><td align='right'>113-115 cm</td></tr><tr><td><b>EU 95E | FR 110E</b></td><td align='right'>93-97 cm</td><td align='right'>115-117 cm</td></tr><tr><td><b>EU 95F | FR 110F</b></td><td align='right'>93-97 cm</td><td align='right'>117-119 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1058386.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1058387.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1058388.jpg;
206639;Soutien-gorge rembourré model 206639 Gorteks;Gorteks;Soutiens-Gorge Balconnet;33.9;<div class='prod_data'> 			<strong>Coton</strong> 10 % <br><strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 65 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Dessous de poitrine</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU 65E | FR 80E</b></td><td align='right'>63-67 cm</td><td align='right'>85-87 cm</td></tr><tr><td><b>EU 65F | FR 80F</b></td><td align='right'>63-67 cm</td><td align='right'>87-89 cm</td></tr><tr><td><b>EU 65G | FR 80G</b></td><td align='right'>63-67 cm</td><td align='right'>89-91 cm</td></tr><tr><td><b>EU 65H | FR 80H</b></td><td align='right'>63-67 cm</td><td align='right'>91-93 cm</td></tr><tr><td><b>EU 70D | FR 85D</b></td><td align='right'>68-72 cm</td><td align='right'>88-90 cm</td></tr><tr><td><b>EU 70E | FR 85E</b></td><td align='right'>68-72 cm</td><td align='right'>90-92 cm</td></tr><tr><td><b>EU 70F | FR 85F</b></td><td align='right'>68-72 cm</td><td align='right'>92-94 cm</td></tr><tr><td><b>EU 70G | FR 85G</b></td><td align='right'>68-72 cm</td><td align='right'>94-96 cm</td></tr><tr><td><b>EU 70H | FR 85H</b></td><td align='right'>68-72 cm</td><td align='right'>96-98 cm</td></tr><tr><td><b>EU 75C | FR 90C</b></td><td align='right'>73-77 cm</td><td align='right'>91-93 cm</td></tr><tr><td><b>EU 75D | FR 90D</b></td><td align='right'>73-77 cm</td><td align='right'>93-95 cm</td></tr><tr><td><b>EU 75E | FR 90E</b></td><td align='right'>73-77 cm</td><td align='right'>95-97 cm</td></tr><tr><td><b>EU 75F | FR 90F</b></td><td align='right'>73-77 cm</td><td align='right'>97-99 cm</td></tr><tr><td><b>EU 75G | FR 90G</b></td><td align='right'>73-77 cm</td><td align='right'>99-101 cm</td></tr><tr><td><b>EU 75H | FR 90H</b></td><td align='right'>73-77 cm</td><td align='right'>101-103 cm</td></tr><tr><td><b>EU 80B | FR 95B</b></td><td align='right'>78-82 cm</td><td align='right'>94-96 cm</td></tr><tr><td><b>EU 80C | FR 95C</b></td><td align='right'>78-82 cm</td><td align='right'>96-98 cm</td></tr><tr><td><b>EU 80D | FR 95D</b></td><td align='right'>78-82 cm</td><td align='right'>98-100 cm</td></tr><tr><td><b>EU 80E | FR 95E</b></td><td align='right'>78-82 cm</td><td align='right'>100-102 cm</td></tr><tr><td><b>EU 80F | FR 95F</b></td><td align='right'>78-82 cm</td><td align='right'>102-104 cm</td></tr><tr><td><b>EU 80G | FR 95G</b></td><td align='right'>78-82 cm</td><td align='right'>104-106 cm</td></tr><tr><td><b>EU 80H | FR 95H</b></td><td align='right'>78-82 cm</td><td align='right'>106-108 cm</td></tr><tr><td><b>EU 85B | FR 100B</b></td><td align='right'>83-87 cm</td><td align='right'>99-101 cm</td></tr><tr><td><b>EU 85C | FR 100C</b></td><td align='right'>83-87 cm</td><td align='right'>101-103 cm</td></tr><tr><td><b>EU 85D | FR 100D</b></td><td align='right'>83-87 cm</td><td align='right'>103-105 cm</td></tr><tr><td><b>EU 85E | FR 100E</b></td><td align='right'>83-87 cm</td><td align='right'>105-107 cm</td></tr><tr><td><b>EU 85F | FR 100F</b></td><td align='right'>83-87 cm</td><td align='right'>107-109 cm</td></tr><tr><td><b>EU 85G | FR 100G</b></td><td align='right'>83-87 cm</td><td align='right'>109-111 cm</td></tr><tr><td><b>EU 90B | FR 105B</b></td><td align='right'>88-92 cm</td><td align='right'>104-106 cm</td></tr><tr><td><b>EU 90C | FR 105C</b></td><td align='right'>88-92 cm</td><td align='right'>106-108 cm</td></tr><tr><td><b>EU 90D | FR 105D</b></td><td align='right'>88-92 cm</td><td align='right'>108-110 cm</td></tr><tr><td><b>EU 90E | FR 105E</b></td><td align='right'>88-92 cm</td><td align='right'>110-112 cm</td></tr><tr><td><b>EU 90F | FR 105F</b></td><td align='right'>88-92 cm</td><td align='right'>112-114 cm</td></tr><tr><td><b>EU 95B | FR 110B</b></td><td align='right'>93-97 cm</td><td align='right'>109-111 cm</td></tr><tr><td><b>EU 95C | FR 110C</b></td><td align='right'>93-97 cm</td><td align='right'>111-113 cm</td></tr><tr><td><b>EU 95D | FR 110D</b></td><td align='right'>93-97 cm</td><td align='right'>113-115 cm</td></tr><tr><td><b>EU 95E | FR 110E</b></td><td align='right'>93-97 cm</td><td align='right'>115-117 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1058389.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1058390.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1058391.jpg;
226377;Strings model 226377 Gorteks;Gorteks;Strings;16.9;<div class='prod_data'> 			<strong>Coton</strong> 7 % <br><strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 68 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr><tr><td><b>EU 44 | FR 46</b></td><td align='right'>107-110 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1120402.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1120403.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1120404.jpg;
206641;Culottes model 206641 Gorteks;Gorteks;Culottes;17.9;<div class='prod_data'> 			<strong>Coton</strong> 7 % <br><strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 68 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr><tr><td><b>EU 44 | FR 46</b></td><td align='right'>107-110 cm</td></tr><tr><td><b>EU 46 | FR 48</b></td><td align='right'>111-114 cm</td></tr><tr><td><b>EU 48 | FR 50</b></td><td align='right'>115-118 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1058394.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1058395.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1058396.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1058397.jpg
179216;Strings model 179216 Gorteks;Gorteks;Strings;16.9;<div class='prod_data'> 			<strong>Coton</strong> 7 % <br><strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 68 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr><tr><td><b>EU 44 | FR 46</b></td><td align='right'>107-110 cm</td></tr><tr><td><b>EU 46 | FR 48</b></td><td align='right'>111-114 cm</td></tr><tr><td><b>EU 48 | FR 50</b></td><td align='right'>115-118 cm</td></tr><tr><td><b>EU 50 | FR 52</b></td><td align='right'>119-122 cm</td></tr><tr><td><b>EU 52 | FR 54</b></td><td align='right'>123-126 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/976858.jpg;http://srv0.lingeriematterhorn.fr/pics_source/976859.jpg;;
